task_type,title,duration_minutes,urgency,deadline_urgency,importance_to_goals,depends_on_you,stress_level,motivation_level,enjoyment_level,task_blocking_others,priority
Errand,Book tickets,60,4,Next Week,4,0,2,4,1,1,Medium
Study,Watch lecture,162,1,Today,2,1,3,3,3,1,Low
Health,Go to gym,109,3,Next Week,5,1,1,1,1,1,Medium
Health,Take vitamins,156,1,Overdue,1,0,5,5,3,1,Low
Work,Write proposal,34,2,Today,2,0,1,3,2,0,Low
Personal,Call mom,146,1,Today,5,0,2,1,1,1,Low
Work,Write proposal,57,3,Today,1,0,4,2,3,1,Low
Personal,Pay bills,33,5,Overdue,1,1,4,4,4,0,Medium
Study,Read chapter,127,5,No Deadline,4,0,3,2,3,1,Medium
Errand,Car service,60,2,Overdue,4,0,3,2,4,0,Medium
Health,Meditate,36,4,Next Week,5,1,3,5,2,1,Medium
Work,Fix bug,164,3,Today,5,0,2,5,4,0,Low
Work,Send report,32,2,Next Week,5,0,2,1,4,1,Medium
Errand,Car service,171,3,Today,2,0,2,5,1,1,Low
Personal,Call mom,20,4,Tomorrow,4,0,3,3,5,0,Medium
Personal,Call mom,67,3,Today,1,0,2,3,2,1,Low
Study,Watch lecture,64,3,Today,1,0,1,3,1,0,Low
Study,Revise notes,30,2,No Deadline,5,1,5,2,2,0,Low
Work,Review code,37,1,Tomorrow,3,1,1,4,2,1,Low
Errand,Buy groceries,123,3,No Deadline,4,1,3,1,3,1,Low
Errand,Visit bank,101,2,No Deadline,1,0,1,2,3,0,Low
Errand,Pick up parcel,138,2,No Deadline,1,1,3,5,4,0,Low
Health,Meditate,78,4,Tomorrow,3,1,5,2,1,0,Medium
Health,Meditate,164,3,Overdue,1,0,4,3,1,0,Low
Work,Send report,131,5,Tomorrow,4,1,2,3,4,1,Medium
Personal,Pay bills,97,2,This Week,4,1,1,1,2,0,Low
Health,Cook healthy meal,68,4,This Week,2,0,4,2,1,1,Medium
Errand,Pick up parcel,92,3,Overdue,2,0,4,3,3,1,Medium
Errand,Car service,126,5,Overdue,4,0,4,4,4,1,Medium
Study,Submit assignment,149,3,This Week,1,1,2,3,1,1,Low
Health,Go to gym,124,5,Next Week,1,1,3,4,1,1,Medium
Errand,Book tickets,121,4,Tomorrow,4,1,4,4,4,1,Medium
Study,Submit assignment,140,5,Tomorrow,1,1,5,2,3,1,Medium
Study,Revise notes,118,2,Overdue,4,1,2,1,5,0,Medium
Personal,Organize photos,104,5,This Week,5,0,2,2,3,0,Medium
Personal,Clean room,170,5,No Deadline,5,0,5,1,4,0,Medium
Errand,Visit bank,28,2,Tomorrow,4,0,5,1,4,0,Low
Health,Sleep early,54,1,Today,1,1,5,1,5,0,Low
Work,Fix bug,159,5,Overdue,4,0,4,3,4,0,Medium
Personal,Clean room,104,1,No Deadline,1,1,1,2,3,0,Low
Health,Cook healthy meal,60,3,This Week,5,1,4,2,2,1,Medium
Health,Go to gym,165,3,Next Week,3,0,5,2,3,1,Medium
Work,Fix bug,69,1,Tomorrow,2,0,4,4,2,1,Low
Personal,Pay bills,107,1,No Deadline,2,1,4,2,3,1,Low
Study,Revise notes,165,2,No Deadline,5,1,4,4,4,1,Low
Errand,Book tickets,146,5,Today,2,1,4,2,2,1,Medium
Errand,Visit bank,172,1,Next Week,3,0,1,1,1,1,Low
Study,Submit assignment,84,4,Overdue,1,1,1,5,2,0,Medium
Health,Sleep early,41,5,Overdue,4,1,3,1,1,0,High
Work,Fix bug,99,1,This Week,2,1,1,3,2,0,Low
Study,Watch lecture,157,1,Next Week,5,0,1,3,2,0,Low
Personal,Plan trip,138,1,Overdue,1,1,4,2,2,1,Low
Health,Sleep early,59,3,This Week,3,0,1,2,3,1,Medium
Study,Submit assignment,86,4,No Deadline,3,0,5,3,2,0,Low
Health,Cook healthy meal,50,1,Overdue,1,1,3,4,5,1,Low
Errand,Car service,9,4,Next Week,5,1,4,4,1,1,Medium
Health,Take vitamins,167,1,Next Week,3,0,1,3,1,1,Low
Errand,Visit bank,127,4,Overdue,5,0,4,1,2,0,High
Study,Submit assignment,109,3,Overdue,5,1,3,2,5,0,Medium
Health,Sleep early,16,2,This Week,1,0,5,4,4,1,Low
Study,Read chapter,106,3,Next Week,2,0,5,2,3,0,Low
Health,Take vitamins,83,2,Today,1,0,1,5,5,1,Low
Work,Fix bug,66,2,Next Week,2,0,2,4,3,0,Low
Health,Sleep early,52,2,Today,2,0,1,3,3,1,Low
Study,Submit assignment,172,3,This Week,2,1,1,3,1,0,Low
Work,Attend meeting,88,5,Overdue,1,0,4,3,2,0,Medium
Work,Attend meeting,89,1,No Deadline,5,1,1,3,2,0,Low
Personal,Organize photos,176,4,This Week,4,1,4,4,5,0,Medium
Errand,Pick up parcel,39,5,Tomorrow,1,0,5,5,5,1,Low
Health,Meditate,138,4,No Deadline,4,1,5,3,2,1,Low
Work,Review code,132,3,This Week,3,1,5,1,2,1,Medium
Health,Sleep early,167,2,Today,2,1,2,2,5,0,Low
Errand,Book tickets,21,2,Today,2,0,2,4,4,1,Low
Study,Watch lecture,57,4,Next Week,1,0,1,2,1,0,Low
Work,Send report,57,4,Tomorrow,5,0,3,2,5,1,Medium
Work,Attend meeting,71,2,No Deadline,1,1,3,1,1,1,Low
Health,Cook healthy meal,88,4,Next Week,3,0,3,1,4,0,Medium
Errand,Buy groceries,155,2,Today,5,0,5,5,1,1,Low
Health,Sleep early,168,1,Tomorrow,4,0,5,5,1,0,Low
Errand,Visit bank,78,1,No Deadline,5,1,2,5,3,0,Low
Study,Watch lecture,160,2,This Week,2,1,3,2,2,1,Low
Personal,Organize photos,117,2,Overdue,3,0,4,5,2,1,Low
Health,Go to gym,130,4,Next Week,4,0,3,3,5,1,Medium
Personal,Pay bills,40,5,This Week,4,1,5,1,3,1,High
Errand,Car service,45,5,Tomorrow,4,0,3,1,3,0,Medium
Personal,Call mom,71,3,Overdue,5,0,1,1,3,1,Medium
Errand,Car service,118,4,Today,1,0,1,1,4,0,Low
Study,Read chapter,6,1,Tomorrow,5,1,3,5,1,0,Low
Health,Go to gym,54,3,Overdue,1,1,3,4,1,0,Low
Personal,Plan trip,164,5,No Deadline,1,1,2,5,1,1,Low
Personal,Clean room,97,4,No Deadline,3,0,1,5,4,1,Low
Errand,Pick up parcel,139,1,Next Week,1,1,4,5,4,0,Low
Health,Meditate,151,4,Overdue,1,1,4,5,4,0,Medium
Errand,Car service,159,5,No Deadline,4,1,3,3,1,0,Medium
Work,Review code,151,4,Today,4,1,2,5,2,1,Medium
Personal,Pay bills,162,5,Today,2,0,2,1,3,0,Medium
Study,Submit assignment,70,1,Overdue,4,1,5,3,3,0,Low
Errand,Book tickets,22,5,No Deadline,5,0,3,1,5,0,Medium
Work,Send report,55,3,Tomorrow,3,1,5,1,2,0,Medium
Errand,Visit bank,96,4,Next Week,4,0,3,1,5,1,Medium
Study,Revise notes,72,2,Next Week,3,0,4,5,4,0,Low
Errand,Car service,166,2,Overdue,3,1,4,2,4,0,Medium
Errand,Book tickets,86,1,This Week,2,0,3,1,4,1,Low
Work,Fix bug,153,4,Today,3,1,4,4,4,1,Medium
Study,Practice math,113,5,Tomorrow,2,1,3,2,2,1,Medium
Health,Meditate,62,1,Today,1,0,1,4,4,1,Low
Errand,Visit bank,130,2,Overdue,3,1,5,4,5,1,Medium
Work,Review code,66,4,No Deadline,3,1,5,3,3,1,Low
Health,Sleep early,82,3,Overdue,3,0,4,2,2,0,Medium
Study,Practice math,155,2,Today,2,1,3,5,2,0,Low
Work,Fix bug,101,3,Tomorrow,4,0,3,4,4,0,Low
Personal,Organize photos,45,4,No Deadline,4,1,4,4,5,0,Low
Study,Submit assignment,13,4,No Deadline,4,0,4,3,2,1,Low
Errand,Pick up parcel,9,3,Overdue,4,1,1,1,5,1,Medium
Errand,Buy groceries,47,2,Tomorrow,2,1,3,2,4,1,Low
Study,Watch lecture,71,3,No Deadline,4,1,3,3,2,0,Low
Personal,Plan trip,82,5,Next Week,4,1,2,3,3,1,Medium
Health,Take vitamins,177,3,Tomorrow,2,1,1,5,1,1,Low
Errand,Book tickets,75,2,No Deadline,1,0,2,2,3,1,Low
Personal,Pay bills,41,3,Overdue,2,0,1,4,4,0,Low
Health,Meditate,15,2,No Deadline,5,1,3,4,5,0,Low
Errand,Pick up parcel,96,3,Overdue,1,1,1,2,4,0,Low
Work,Review code,166,4,Tomorrow,5,1,1,4,5,0,Medium
Study,Read chapter,85,1,No Deadline,1,1,3,2,4,0,Low
Study,Submit assignment,61,2,This Week,3,0,5,3,5,0,Low
Work,Send report,159,3,No Deadline,4,0,4,5,2,0,Low
Study,Revise notes,125,4,Overdue,5,1,2,1,1,0,High
Health,Take vitamins,163,3,No Deadline,1,0,5,3,4,1,Low
Personal,Organize photos,114,2,Today,4,0,5,2,5,0,Low
Errand,Pick up parcel,73,3,No Deadline,1,1,5,2,2,1,Low
Personal,Call mom,18,2,Overdue,1,1,5,2,1,1,Low
Study,Watch lecture,151,3,Overdue,2,1,5,2,5,1,Medium
Errand,Book tickets,69,2,No Deadline,5,1,4,1,4,0,Low
Personal,Plan trip,48,1,This Week,4,1,4,5,1,0,Low
Work,Write proposal,23,2,Tomorrow,2,0,1,2,3,1,Low
Study,Watch lecture,56,3,Next Week,4,0,3,5,3,0,Low
Study,Read chapter,61,1,This Week,3,1,5,3,1,0,Low
Study,Practice math,33,4,Overdue,5,0,1,3,4,1,High
Health,Sleep early,141,3,Tomorrow,2,1,3,4,5,1,Low
Health,Meditate,34,5,No Deadline,1,0,3,2,5,0,Low
Health,Go to gym,53,1,Overdue,2,1,4,3,4,1,Low
Errand,Visit bank,50,3,Tomorrow,4,0,2,2,1,0,Medium
Study,Read chapter,30,1,Tomorrow,2,0,1,2,2,1,Low
Errand,Pick up parcel,19,2,Today,2,0,4,3,4,0,Low
Study,Watch lecture,106,3,Next Week,1,1,3,5,2,0,Low
Work,Send report,147,4,Overdue,5,1,5,3,2,0,High
Study,Read chapter,102,3,Next Week,2,1,4,3,1,1,Low
Study,Read chapter,96,4,No Deadline,3,1,4,1,4,0,Low
Personal,Plan trip,125,4,Next Week,1,1,3,2,1,1,Medium
Health,Cook healthy meal,22,2,This Week,3,0,1,4,3,0,Low
Health,Cook healthy meal,122,5,Overdue,1,1,1,4,2,1,Medium
Personal,Plan trip,34,2,Next Week,1,0,5,4,3,1,Low
Personal,Pay bills,126,4,No Deadline,3,0,5,2,1,0,Low
Study,Submit assignment,159,4,This Week,4,1,3,5,3,0,Medium
Errand,Book tickets,116,5,No Deadline,3,1,2,3,1,1,Medium
Work,Review code,11,3,Overdue,3,0,1,2,4,1,Medium
Errand,Visit bank,60,5,This Week,3,1,5,1,4,0,Medium
Personal,Plan trip,5,4,This Week,5,1,4,2,4,0,Medium
Personal,Organize photos,158,1,Tomorrow,5,1,4,5,5,0,Low
Personal,Organize photos,174,1,Tomorrow,2,0,2,4,5,0,Low
Errand,Book tickets,26,1,No Deadline,1,1,1,1,3,0,Low
Work,Attend meeting,170,5,This Week,1,0,5,2,4,0,Medium
Study,Practice math,71,3,Tomorrow,5,1,3,2,4,1,Medium
Work,Attend meeting,80,4,This Week,1,1,4,4,2,1,Low
Study,Watch lecture,121,3,Today,5,0,3,2,3,1,Medium
Personal,Organize photos,140,4,No Deadline,5,1,3,4,1,1,Medium
Study,Read chapter,110,5,Today,4,1,3,4,5,1,Medium
Work,Write proposal,113,5,This Week,1,0,1,2,1,0,Medium
Work,Attend meeting,53,4,This Week,4,0,2,4,1,0,Medium
Work,Send report,96,5,Today,4,1,5,1,1,1,High
Errand,Visit bank,36,2,Next Week,1,0,1,1,5,1,Low
Personal,Organize photos,124,4,No Deadline,4,1,3,2,5,1,Medium
Personal,Organize photos,16,1,Next Week,1,1,5,4,1,1,Low
Study,Revise notes,79,3,Next Week,3,1,2,5,5,1,Low
Work,Write proposal,22,3,No Deadline,3,1,5,3,4,0,Low
Errand,Car service,97,1,Today,3,1,4,4,1,0,Low
Study,Revise notes,119,2,No Deadline,5,1,1,2,4,0,Low
Errand,Book tickets,13,2,This Week,4,0,1,1,4,1,Low
Errand,Book tickets,141,5,This Week,5,1,3,1,2,0,High
Personal,Call mom,118,3,Today,3,0,2,3,2,1,Low
Work,Fix bug,123,1,Next Week,5,0,1,4,4,0,Low
Errand,Pick up parcel,71,2,Today,5,0,5,3,1,1,Medium
Work,Review code,79,5,Next Week,3,0,4,1,4,1,Medium
Health,Cook healthy meal,171,5,Next Week,1,1,5,4,5,1,Medium
Study,Submit assignment,153,4,Overdue,5,0,2,1,1,1,High
Work,Attend meeting,105,3,Overdue,5,1,2,1,1,1,Medium
Errand,Car service,178,4,This Week,4,0,2,4,4,1,Medium
Work,Write proposal,178,2,No Deadline,2,0,3,3,3,0,Low
Health,Cook healthy meal,113,3,This Week,1,1,2,2,1,1,Low
Work,Fix bug,170,4,No Deadline,5,1,2,5,3,1,Low
Health,Meditate,88,2,This Week,1,0,1,5,3,0,Low
Work,Fix bug,44,4,Overdue,1,1,1,2,5,0,Medium
Errand,Book tickets,89,2,Today,4,0,4,4,1,0,Low
Work,Attend meeting,128,1,This Week,4,0,4,2,1,1,Low
Health,Go to gym,68,3,Overdue,3,0,2,5,4,0,Low
Health,Sleep early,122,5,No Deadline,5,0,2,3,5,0,Medium
Errand,Buy groceries,29,2,Today,5,1,2,1,1,0,Medium
Errand,Buy groceries,98,2,This Week,5,0,4,1,5,0,Medium
Health,Go to gym,113,5,This Week,4,1,2,3,5,0,Medium
Errand,Visit bank,75,5,Today,3,1,4,5,1,0,Medium
Work,Attend meeting,168,1,Tomorrow,1,0,1,3,1,1,Low
Personal,Call mom,162,3,No Deadline,3,1,5,1,5,0,Low
Study,Practice math,93,2,Next Week,5,1,5,3,5,1,Medium
Errand,Book tickets,28,4,Overdue,4,0,5,4,5,0,Medium
Personal,Call mom,110,1,This Week,1,1,4,5,2,0,Low
Personal,Organize photos,127,5,Tomorrow,4,1,2,5,3,0,Medium
Study,Read chapter,176,4,Tomorrow,1,1,4,3,2,1,Low
Study,Practice math,28,3,Overdue,1,1,5,5,2,1,Low
Errand,Book tickets,144,3,Overdue,1,0,4,5,4,1,Low
Errand,Visit bank,47,4,No Deadline,4,0,5,4,3,1,Low
Study,Submit assignment,25,1,Today,4,0,5,2,2,1,Low
Work,Review code,166,5,Overdue,1,0,5,3,5,1,Medium
Personal,Pay bills,85,4,No Deadline,4,1,5,3,5,1,Low
Personal,Plan trip,157,3,This Week,2,1,2,4,2,0,Low
Work,Review code,52,4,Overdue,5,1,1,1,2,1,High
Study,Revise notes,13,5,No Deadline,4,0,4,2,4,1,Medium
Personal,Plan trip,96,2,Tomorrow,3,0,2,2,5,1,Low
Work,Review code,82,5,Overdue,2,0,5,1,2,1,Medium
Health,Cook healthy meal,178,4,Overdue,4,1,3,3,1,0,Medium
Health,Meditate,164,4,This Week,1,1,3,4,1,0,Low
Study,Practice math,176,5,No Deadline,5,1,4,1,2,0,Medium
Study,Watch lecture,83,5,Today,2,1,3,5,1,1,Medium
Personal,Plan trip,50,3,Overdue,4,0,2,3,3,0,Medium
Health,Take vitamins,77,2,Tomorrow,1,0,5,2,4,0,Low
Personal,Pay bills,132,1,Today,5,0,3,2,5,1,Low
Study,Submit assignment,64,2,Tomorrow,3,1,5,1,4,0,Low
Study,Watch lecture,176,2,Tomorrow,4,1,3,3,1,1,Low
Personal,Clean room,75,2,Next Week,3,1,3,1,3,0,Low
Work,Write proposal,103,5,This Week,5,0,1,5,5,1,Medium
Health,Cook healthy meal,6,5,Overdue,4,1,5,4,2,0,Medium
Work,Attend meeting,126,5,Overdue,2,0,1,3,3,0,Medium
Work,Review code,29,1,No Deadline,5,1,4,2,2,0,Low
Health,Cook healthy meal,29,5,Tomorrow,2,0,2,1,1,1,Medium
Work,Attend meeting,179,1,Today,1,1,1,2,2,1,Low
Study,Practice math,48,1,Overdue,1,0,1,4,5,0,Low
Work,Fix bug,96,2,Today,4,0,5,5,2,0,Low
Health,Go to gym,124,4,Overdue,4,0,3,5,5,1,Medium
Personal,Organize photos,62,3,Tomorrow,4,1,4,4,4,0,Low
Work,Attend meeting,137,5,Tomorrow,4,1,1,2,5,1,Medium
Personal,Clean room,76,1,Next Week,2,0,3,3,2,0,Low
Work,Attend meeting,127,3,Tomorrow,3,1,5,1,5,0,Medium
Work,Write proposal,157,2,No Deadline,5,1,3,3,1,1,Low
Errand,Pick up parcel,103,1,Today,5,1,2,5,5,1,Low
Errand,Book tickets,179,4,Overdue,5,0,1,1,4,0,High
Health,Go to gym,144,5,Next Week,5,0,1,3,4,1,Medium
Errand,Pick up parcel,175,3,Today,2,1,2,2,1,1,Low
Study,Practice math,12,1,Tomorrow,5,1,3,2,3,0,Low
Errand,Visit bank,122,3,Today,2,0,1,3,4,1,Low
Errand,Book tickets,79,2,This Week,5,1,5,4,3,0,Low
Errand,Book tickets,118,4,Today,3,0,5,1,4,0,Medium
Work,Attend meeting,176,3,This Week,2,1,3,5,2,1,Low
Study,Read chapter,52,5,No Deadline,5,1,4,2,3,1,Medium
Study,Read chapter,11,5,Tomorrow,3,0,1,5,2,0,Medium
Study,Submit assignment,144,1,Tomorrow,2,1,5,3,2,1,Low
Study,Read chapter,56,5,Tomorrow,3,1,3,2,5,0,Medium
Health,Meditate,170,2,Tomorrow,2,1,2,1,1,1,Low
Errand,Buy groceries,114,1,This Week,2,0,5,3,4,0,Low
Work,Write proposal,138,3,Tomorrow,4,0,1,1,3,0,Medium
Work,Review code,169,5,This Week,3,0,3,5,4,0,Medium
Personal,Pay bills,105,5,This Week,2,1,5,3,2,1,Medium
Errand,Pick up parcel,140,2,Overdue,3,1,4,1,3,1,Medium
Study,Practice math,71,5,This Week,5,0,1,5,3,1,Medium
Study,Practice math,40,1,This Week,3,1,5,5,4,0,Low
Health,Cook healthy meal,165,1,Overdue,1,1,2,1,1,0,Low
Study,Revise notes,108,1,This Week,4,0,3,2,5,1,Low
Health,Go to gym,68,5,No Deadline,1,1,5,1,5,0,Low
Errand,Visit bank,15,3,Today,4,1,5,2,5,0,Medium
Work,Review code,17,2,This Week,5,1,4,1,3,0,Medium
Study,Practice math,178,3,Tomorrow,4,0,5,3,5,0,Low
Personal,Clean room,74,2,Next Week,3,0,4,5,2,0,Low
Health,Take vitamins,105,3,Tomorrow,1,1,4,1,3,1,Low
Errand,Buy groceries,170,3,No Deadline,1,1,5,4,4,1,Low
Errand,Car service,88,4,Overdue,3,1,2,1,5,0,Medium
Study,Practice math,35,2,Next Week,1,1,3,4,2,0,Low
Errand,Pick up parcel,166,5,This Week,4,0,3,3,5,0,Medium
Errand,Book tickets,169,2,No Deadline,3,1,5,4,1,0,Low
Errand,Buy groceries,150,1,Next Week,5,0,2,3,3,1,Low
Work,Attend meeting,106,1,This Week,5,0,3,2,5,0,Low
Errand,Pick up parcel,33,1,Tomorrow,5,1,1,2,3,0,Low
Study,Practice math,79,3,Overdue,5,0,4,3,5,1,Medium
Personal,Organize photos,152,1,Next Week,5,0,2,1,5,1,Low
Errand,Book tickets,116,3,Overdue,1,1,1,4,4,1,Low
Health,Cook healthy meal,88,3,No Deadline,4,0,1,2,5,0,Low
Health,Meditate,21,2,No Deadline,3,1,2,5,1,1,Low
Personal,Plan trip,118,4,No Deadline,3,1,3,4,3,1,Low
Health,Meditate,15,2,No Deadline,1,1,4,2,3,1,Low
Work,Send report,53,2,Overdue,1,1,3,4,4,1,Low
Study,Watch lecture,56,1,This Week,4,0,3,3,3,1,Low
Errand,Visit bank,142,2,Tomorrow,4,0,4,1,5,1,Low
Work,Write proposal,172,2,Overdue,2,0,1,2,3,1,Low
Study,Watch lecture,116,3,No Deadline,3,1,2,1,2,1,Low
Work,Review code,117,5,Today,2,1,2,2,3,1,Medium
Study,Submit assignment,146,1,No Deadline,2,0,2,1,3,0,Low
Personal,Clean room,49,5,Next Week,4,1,5,2,5,1,Medium
Personal,Clean room,19,2,Next Week,3,0,1,5,1,1,Low
Errand,Car service,144,5,Overdue,4,1,2,2,3,0,High
Errand,Buy groceries,67,4,Next Week,2,0,1,3,2,0,Low
Errand,Visit bank,51,3,Overdue,3,1,1,3,1,1,Medium
Study,Revise notes,126,4,Next Week,1,1,5,2,1,0,Low
Study,Submit assignment,113,2,Today,5,1,5,1,2,0,Medium
Errand,Car service,163,4,No Deadline,4,0,4,4,2,1,Low
Health,Take vitamins,153,2,Overdue,4,0,4,1,3,0,Medium
Work,Fix bug,111,5,Today,3,1,3,4,5,0,Medium
Study,Practice math,13,5,Next Week,5,1,1,2,2,1,High
Work,Send report,25,4,Overdue,3,1,2,4,3,0,Medium
Study,Watch lecture,18,5,Next Week,5,1,2,3,3,1,High
Study,Read chapter,24,2,Next Week,5,0,5,2,1,0,Low
Health,Cook healthy meal,60,4,Tomorrow,2,1,3,2,4,1,Medium
Personal,Plan trip,164,5,Next Week,5,0,2,2,2,0,Medium
Study,Read chapter,104,2,No Deadline,1,0,1,1,5,0,Low
Study,Watch lecture,97,3,No Deadline,2,0,4,2,3,0,Low
Personal,Pay bills,43,2,No Deadline,3,1,1,1,4,0,Low
Work,Write proposal,53,3,Tomorrow,2,1,2,1,3,1,Low
Health,Take vitamins,154,3,Next Week,1,1,5,3,2,1,Low
Study,Revise notes,156,3,This Week,3,0,4,1,1,1,Medium
Work,Fix bug,137,4,This Week,5,1,3,1,1,1,Medium
Health,Sleep early,166,3,No Deadline,1,0,1,3,5,1,Low
Personal,Call mom,9,1,Tomorrow,5,0,2,3,1,0,Low
Health,Sleep early,38,5,Overdue,3,0,2,3,2,0,Medium
Work,Attend meeting,73,3,This Week,5,1,2,1,2,1,Medium
Health,Take vitamins,170,2,No Deadline,3,1,5,5,1,0,Low
Errand,Visit bank,67,1,This Week,4,1,5,5,3,0,Low
Health,Go to gym,172,5,Tomorrow,4,0,3,5,5,1,Medium
Health,Take vitamins,5,3,Tomorrow,1,0,3,5,1,0,Low
Personal,Call mom,127,2,Today,2,0,1,4,3,1,Low
Errand,Pick up parcel,143,5,No Deadline,1,0,5,2,4,1,Low
Work,Attend meeting,48,5,Today,2,0,2,1,4,1,Medium
Work,Attend meeting,81,2,This Week,3,1,1,1,5,0,Low
Study,Revise notes,179,4,This Week,4,1,3,4,5,1,Medium
Work,Send report,167,4,Today,1,1,3,3,4,0,Low
Study,Practice math,125,1,This Week,3,0,2,4,3,0,Low
Study,Submit assignment,11,4,Next Week,5,1,3,4,4,1,Medium
Personal,Plan trip,30,3,Overdue,2,0,3,5,1,0,Low
Personal,Clean room,18,4,This Week,1,1,5,4,2,0,Low
Work,Write proposal,167,3,Today,5,0,4,2,5,0,Medium
Errand,Buy groceries,12,2,Tomorrow,3,1,1,5,1,0,Low
Health,Go to gym,54,2,Tomorrow,1,0,3,2,1,1,Low
Personal,Organize photos,147,5,This Week,5,1,4,3,5,0,Medium
Errand,Visit bank,154,2,Overdue,5,1,5,1,4,0,Medium
Personal,Call mom,71,1,Today,3,1,1,3,1,1,Low
Personal,Clean room,56,3,Tomorrow,1,1,3,4,4,0,Low
Personal,Call mom,166,4,Today,3,1,2,1,3,1,Medium
Study,Watch lecture,22,3,Today,3,1,1,4,3,1,Low
Study,Watch lecture,31,4,Next Week,2,1,2,5,1,1,Low
Health,Take vitamins,172,3,Today,2,0,2,4,2,1,Low
Health,Cook healthy meal,167,2,Today,2,0,2,3,1,1,Low
Work,Write proposal,134,2,Next Week,4,0,2,4,1,1,Low
Study,Revise notes,163,5,Tomorrow,3,0,4,3,4,1,Medium
Study,Practice math,113,5,No Deadline,1,1,3,3,2,0,Low
Work,Send report,54,3,Tomorrow,1,1,2,3,4,0,Low
Health,Go to gym,155,2,Next Week,3,1,2,1,2,0,Low
Study,Submit assignment,67,5,Next Week,4,0,4,1,2,1,Medium
Study,Submit assignment,80,3,Next Week,3,1,1,4,4,0,Low
Work,Fix bug,31,1,No Deadline,4,1,3,4,2,0,Low
Errand,Car service,24,5,Next Week,1,0,1,2,4,1,Medium
Health,Go to gym,153,4,Overdue,3,0,3,1,5,1,Medium
Study,Submit assignment,174,1,Today,2,1,5,1,2,0,Low
Errand,Car service,6,3,Today,2,1,3,1,4,0,Low
Study,Practice math,35,2,Today,2,1,3,2,1,1,Low
Personal,Organize photos,42,5,Today,4,0,3,2,3,1,Medium
Health,Cook healthy meal,25,1,This Week,2,0,1,1,4,1,Low
Study,Practice math,46,1,Tomorrow,2,0,4,2,1,0,Low
Study,Revise notes,93,3,Today,2,0,5,2,5,0,Low
Work,Fix bug,163,4,Today,2,1,4,4,1,1,Medium
Errand,Book tickets,81,3,Today,4,0,1,1,3,0,Medium
Personal,Plan trip,134,2,This Week,3,1,5,1,3,1,Low
Errand,Pick up parcel,59,5,Next Week,5,0,1,5,2,0,Medium
Errand,Pick up parcel,97,5,Today,1,1,1,2,5,0,Medium
Errand,Buy groceries,125,4,No Deadline,4,1,2,5,5,0,Low
Study,Watch lecture,84,4,Overdue,4,0,5,1,2,0,Medium
Personal,Pay bills,177,1,Tomorrow,2,1,5,5,2,1,Low
Personal,Organize photos,117,5,Overdue,5,0,1,2,2,0,High
Health,Cook healthy meal,123,4,No Deadline,4,0,4,2,4,0,Low
Personal,Plan trip,53,2,Next Week,3,0,2,4,5,1,Low
Work,Review code,63,3,Today,3,1,2,2,4,0,Low
Work,Send report,104,5,Tomorrow,5,1,5,2,3,1,High
Personal,Call mom,106,1,Today,4,1,3,1,4,1,Low
Work,Attend meeting,147,4,Today,1,1,2,4,3,1,Low
Work,Fix bug,51,1,Overdue,5,1,2,3,5,1,Medium
Work,Send report,57,4,Overdue,3,1,4,4,5,0,Medium
Personal,Plan trip,108,1,Today,4,1,5,5,1,0,Low
Study,Revise notes,171,4,This Week,3,1,5,4,4,1,Medium
Work,Write proposal,121,5,Tomorrow,2,0,4,5,3,1,Medium
Errand,Visit bank,57,2,This Week,2,0,5,5,3,1,Low
Health,Cook healthy meal,30,2,No Deadline,5,0,2,4,1,0,Low
Study,Revise notes,38,1,Today,1,0,5,1,4,1,Low
Errand,Buy groceries,153,2,Next Week,4,0,5,1,1,1,Low
Study,Revise notes,26,1,Next Week,4,0,4,1,2,1,Low
Personal,Organize photos,64,4,No Deadline,5,0,5,4,4,1,Low
Errand,Visit bank,72,4,Overdue,3,0,3,3,3,0,Medium
Personal,Clean room,175,4,No Deadline,4,0,3,2,5,0,Low
Personal,Call mom,47,5,Tomorrow,5,1,1,5,4,0,Medium
Study,Submit assignment,82,3,Overdue,5,0,1,1,4,0,Medium
Errand,Visit bank,59,1,Tomorrow,3,1,3,1,1,1,Low
Study,Practice math,104,1,Overdue,2,0,4,5,5,1,Low
Personal,Organize photos,15,5,This Week,1,0,2,4,3,0,Low
Work,Attend meeting,120,4,Overdue,4,0,3,2,5,1,Medium
Personal,Organize photos,109,1,Tomorrow,3,0,2,5,3,0,Low
Personal,Call mom,76,5,Overdue,2,1,3,1,1,1,Medium
Study,Submit assignment,72,4,Next Week,4,0,3,3,1,1,Medium
Health,Go to gym,96,5,Today,1,0,5,1,1,1,Medium
Errand,Visit bank,121,4,This Week,3,0,4,3,2,1,Medium
Study,Read chapter,166,2,This Week,1,0,4,1,5,0,Low
Study,Submit assignment,17,1,No Deadline,3,0,1,5,1,0,Low
Personal,Pay bills,43,4,Tomorrow,3,1,5,2,5,1,Medium
Errand,Car service,60,4,Today,4,1,5,2,3,1,Medium
Personal,Pay bills,88,2,Today,1,1,5,5,4,0,Low
Study,Submit assignment,147,2,Overdue,2,0,4,2,4,0,Low
Health,Meditate,66,2,Next Week,1,1,5,5,1,1,Low
Study,Revise notes,99,3,No Deadline,5,1,1,1,4,1,Low
Work,Write proposal,66,2,Tomorrow,4,0,2,4,4,1,Low
Personal,Plan trip,36,1,Next Week,3,0,1,3,1,1,Low
